date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:20	37982/37982	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Sep%202018%2007:07:19%20GMT	http://mitsubishisavico.com.vn/tin-tuc/thong-bao-tuyen-dung-thang-82017-n502.html	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/tin-tuc/thong-bao-tuyen-dung-thang-82017-n502.html	(from http://mitsubishisavico.com.vn/tin-tuc/tin-tuyen-dung-c4/)
14:07:21	37159/37159	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Sep%202018%2007:07:21%20GMT	http://mitsubishisavico.com.vn/tin-tuc/thong-bao-tuyen-dung-thang-52017-n445.html	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/tin-tuc/thong-bao-tuyen-dung-thang-52017-n445.html	(from http://mitsubishisavico.com.vn/tin-tuc/tin-tuyen-dung-c4/)
14:08:12	1386434/1386434	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259e809ce-1527c2%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/04/bao-duong-img-1.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/04/bao-duong-img-1.jpg	(from http://mitsubishisavico.com.vn/dich-vu-hau-mai/bao-duong-dinh-ky/)
14:08:16	4/4	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Sep%202018%2007:08:15%20GMT	http://mitsubishisavico.com.vn/ajax/send_contact.php	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/ajax/send_contact.html	(from http://mitsubishisavico.com.vn/lien-he/)
14:08:23	46791/46791	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259f99f63-b6c7%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/H%e1%bb%87-th%e1%bb%91ng-%c4%91i%e1%bb%81u-h%c3%b2a-t%e1%bb%b1-%c4%91%e1%bb%99ng-1024x576.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/H%e1%bb%87-th%e1%bb%91ng-%c4%91i%e1%bb%81u-h%c3%b2a-t%e1%bb%b1-%c4%91%e1%bb%99ng-1024x576.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:08:36	78504/78504	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259f13a79-132a8%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/Dung-cu-chuyen-dung-tunap.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/Dung-cu-chuyen-dung-tunap.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:08:39	664619/664619	---MCZ	200	added ('OK')	image/jpeg	etag:W/%22591cffca-a242b%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/05/mirage.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/05/mirage.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/tin-tong-hop-c3/)
14:08:50	89245/89245	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259f98ce1-15c9d%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/z811768202532_6aa624398025b2175aff85acd1603d2f-1024x576.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/z811768202532_6aa624398025b2175aff85acd1603d2f-1024x576.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:08:59	58853/58853	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259f13a78-e5e5%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/Contra-Sept-980.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/Contra-Sept-980.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
14:09:13	83961/83961	---MCZ	200	added ('OK')	image/jpeg	etag:W/%2259f13a79-147f9%22	http://mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/cham-soc-dieu-hoa-xe.jpg	D:/HOC/WEB/mitsubishi/mitsubishi/mitsubishisavico.com.vn/w/wp-content/uploads/2017/10/cham-soc-dieu-hoa-xe.jpg	(from http://mitsubishisavico.com.vn/tin-tuc/dich-vu-cham-soc-gian-lanh-dieu-hoa-o-to-n533.html)
